Movie_Title,ListOfCertificate
Command Performance,R
The Tarnished Angels,"Approved,TV-PG,Passed"
Tarzan Finds a Son!,"TV-G,Approved,Passed"
Shock Wave,
Knock-Out Cop,
Deportees,
Final Justice,R
Last Hero in China,
Absolute Hundred,
Redcon-1,
Ultimate Heist,R
Pokémon: The Rise of Darkrai,TV-Y7
Freezer,R
Speed Zone,PG
Absolution,R
Agent Hamilton: But Not If It Concerns Your Daughter,
The Aggression Scale,R
Jaani Dushman: Ek Anokhi Kahani,
Tokyo Tribe,R
One Day: Justice Delivered,
Guyver: Dark Hero,R
Operation Carwash: A Worldwide Corruption Scandal Made in Brazil,
Inner City Rats,
Three Outlaw Samurai,TV-14
Awake,TV-MA
The Swordsman,TV-14
Vikingdom,
Into the Mirror,
88,
Mortadelo & Filemon: The Big Adventure,
Route 666,R
Strategic Air Command,Approved
Aaram Thamburan,
Kickboxer 4: The Aggressor,R
The Rising Hawk,
Zinda,
Youth of the Beast,
Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire,TV-14
Carnage Park,
Burn Out,TV-MA
The Stakelander,TV-MA
Paruthiveeran,
The Prisoner,R
Kung Fu Cult Master,
Devil Fish,
Khaidi No. 150,
Solo,
Switchblade Sisters,R
Tokyo Ghoul,TV-MA
The Bride with White Hair,
Red Sands,R
Zu Warriors,PG-13
The Return of the Musketeers,PG
High Heels and Low Lifes,R
Zorro,G
House of the Rising Sun,R
Live Wire,R
Pale Flower,
The Lazarus Papers,R
Ghatak: Lethal,
Abstruse,
Teefa In Trouble,TV-14
Renegades,R
Börü,
Irumugan,
Bullet,
Private Eye Vares,
Billionaire Ransom,
Poslednee ispytanie,
Gol Krali,
Rise of the Legend,
Fatal Beauty,"R,TV-14"
The Night Caller,R
Escaflowne: The Movie,"PG-13,TV-14"
Promare,PG-13
Behind the Line: Escape to Dunkirk,TV-14
King of Beggars,TV-14
The Last Survivors,
Tentacles,PG
Chick Fight,R
The Invisible Boy,
Speedy,Passed
Masterminds,PG-13
Adrenalin: Fear the Rush,R
Marjaavaan,
The Navigator: A Medieval Odyssey,PG
In Full Bloom,
Aakrosh,
Varathan,
What to Do in Case of Fire,R
Bangkok Dangerous,R
Fudoh: The New Generation,
Action Hero Biju,
Paradox,
Nicotina,R
Action Jackson,
Hijacked,R
Ichi,R
Altitude,R
Deliver Us from Evil,
Velaikkaran,
Arahan,
Ghost in the Shell: The New Movie,TV-MA
Spriggan,R
Lone Wolf and Cub: White Heaven in Hell,
Cash Truck,
Arctic Blast,
Psycho-Pass: The Movie,TV-MA
Dead or Alive 2: Birds,
Yamadonga,
Kindergarten Cop 2,PG-13
The Nutcracker: The Untold Story,PG
Gun,R
The Squad,
Mojin: The Lost Legend,
Argo,
Caliber 9,
I Can Quit Whenever I Want: Masterclass,
Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,"TV-PG,TV-14"
Avenged,R
Breakout,PG
Maalik,PG-13
A Force of One,PG
Pokémon the Movie: Destiny Deoxys,TV-Y7
Once Upon a Time in China and America,
The Russian Specialist,R
Fight Back to School,
400 Bullets,
Stroker Ace,PG
Aagadu,
An Eye for an Eye,R
Ram Jaane: God Knows,
Unda,
Twinkle Twinkle Lucky Stars,TV-14
Mr. Vampire,PG-13
Dead Bang,R
The Corsican File,G
The Call Up,
Double World,
Sometimes a Great Notion,"PG,GP"
Parava,
The Barbarians,R
Catchfire,R
Cyborg She,
Chasing the Dragon,
Dead Leaves,TV-14
Zanjeer,
The Storm Riders,PG-13
Secret Reunion,
Rampant,
Godzilla vs. Megaguirus,"TV-PG,TV-14"
Xtreme,TV-MA
Debt Collectors,
Bodyguard,
Forbidden City Cop,
Fighter in the Wind,
Firestorm,R
Dark Light,
Saheb Biwi Aur Gangster Returns,
Revenge of the Green Dragons,R
Jade Warrior,PG-13
An Empress and the Warriors,R
Pokémon: Jirachi - Wish Maker,"TV-G,TV-Y7-FV,TV-PG"
Vikramarkudu,
Regular Show: The Movie,TV-PG
Maari,
Dum Maaro Dum,R
Bomber,
Saints and Soldiers: Airborne Creed,PG-13
Brindaavanam,
Left Behind II: Tribulation Force,PG-13
The Power of Few,R
Villu,
Küçük Esnaf,
Wild Oats,"PG-13,TV-PG"
Wolfhound,R
Patlabor 2: The Movie,PG
Na Maloom Afraad,
The Kingdom of Solomon,
Panic in Year Zero!,"Approved,Passed"
Ghost in the Shell: Arise - Border 1: Ghost Pain,TV-MA
Godzilla: The Planet Eater,TV-14
Come Drink with Me,
Sultan,TV-MA
The Beast,TV-MA
One Good Cop,R
Naruto the Movie 2: Legend of the Stone of Gelel,"TV-PG,TV-14"
Kaalapani,
MFKZ,R
Point of no Return,R
White Tiger,
The Jungle Book,"Approved,TV-PG"
Aurangzeb,
Yakuza Apocalypse,R
Men of War,R
Monkey King: Hero Is Back,PG
The Sky Has Fallen,
Madras,
Revenger,
Secretly Greatly,PG-13
Saheb Biwi Aur Gangster,
The Fourth Man,
Dragon Inn,
Who Is Cletis Tout?,R
The Package,R
The Legend of the 7 Golden Vampires,R
The Steel Helmet,Approved
American Hero,
American Ninja 5,PG-13
7 Guardians of the Tomb,TV-MA
Yoddha,
Kuruthipunal,
All About the Money,TV-14
Hamilton,
The 10th Victim,
Crazy Mad Lover,
Dead Man Running,R
Watchers,R
The Island,R
Born to Raise Hell,R
Blue World Order,
Michel Vaillant,
Chatrapathi,
Kill Chain,R
Warriors of Heaven and Earth,R
Pursuit of the Graf Spee,
We Still Kill the Old Way,
Wrong Turn at Tahoe,R
Railroad Tigers,
Treasure Raiders,PG-13
Executive Protection,
Death Machine,R
Air Strike,R
Sniper: Ultimate Kill,R
Gantz: Perfect Answer,
In Enemy Hands,R
Agent Revelation,
The Lost Bladesman,
Shaolin Temple,
Animal World,
Rakta Charitra,
The South End,R
Nokas,
Solo,PG-13
Silmido,
Jurassic Shark,
Ghayal,
Lone Wolf and Cub: Baby Cart in Peril,
Saint Seiya: Legend of Sanctuary,
His Kind of Woman,Approved
Compañeros,R
Shottas,R
Target,R
The Legend of Fong Sai-Yuk 2,R
Tidal Wave,R
The Valley of Gwangi,"TV-PG,G"
A Bullet for the General,M
Zorro: The Gay Blade,PG
Delta Zulu,
Duvvada Jagannadham,
Master of the Flying Guillotine,R
Spiders,PG-13
Fay Grim,R
That Darn Cat,PG
Players,
Arsenal,R
Tetsuo II: Body Hammer,R
Raavan,
Cold Blood,"TV-MA,TV-PG,TV-14"
The Kill Team,R
Samurai Cop 2: Deadly Vengeance,TV-14
Gridlocked,R
Scorpio,PG
The City of Violence,
Bad Kids of Crestview Academy,R
Samson,PG-13
Maximum Ride,PG-13
The Furies,TV-MA
Thupparivaalan,
Natural City,R
Børning,
Irumbu Thirai,
A Flying Jatt,
Pokémon: Lucario and the Mystery of Mew,
Furie,TV-14
Desh Drohi,
Raise the Titanic,PG
Grand Isle,
Sabse Bada Khiladi,
Laal Kaptaan,
The Sea Wolves,PG
Don't Kill It,TV-MA
Theodore Rex,PG
The Shaft,R
Route Irish,
The Keeper,R
How I Became a Super Hero,TV-MA
Parasyte: Part 1,
One Piece Film: Gold,TV-14
Ninja III: The Domination,R
Drive Hard,
White Lightning,PG
The Fearless Hyena,R
Les vampires,
"Objective, Burma!",Approved
Mortal Kombat Legends: Battle of the Realms,R
Savage Streets,R
Batman: Soul of the Dragon,R
The Toxic Avenger Part III: The Last Temptation of Toxie,R
Traffic,
Operation Crossbow,PG-13
Time and Tide,R
Airbag,
S/O Satyamurthy,
Supercross,PG-13
Vettaikaaran,
The Plagues of Breslau,TV-MA
Chakra,
Mitchell,R
Enter the Ninja,R
Beaufort,
Mission of Honor,
The Governor,
Hwayi: A Monster Boy,
Not My Day,
Dhaka Attack,
Phata Poster Nikla Hero,
Invasion,
Enforcement,
Knightriders,R
Shadow Conspiracy,"R,TV-14"
Neram,
Terror of Mechagodzilla,"TV-Y7,TV-PG,G,TV-14"
Miracles: The Canton Godfather,PG-13
Zombie 3,R
Sleepless Night,
Yummy,
Eternal Code,
Sanshiro Sugata,
1968 Tunnel Rats,R
Painted Skin,
Naruto Shippuden the Movie: Blood Prison,TV-14
The Charge of the Light Brigade,"Approved,TV-G"
The Hero,
The Courier,R
Winners & Sinners,PG-13
Java Heat,R
Across the Pacific,"Approved,Passed"
Condorman,PG
Fullmetal Alchemist: The Sacred Star of Milos,"TV-14,TV-MA"
Shakthi: The Power,
Battle Drone,PG-13
Illang: The Wolf Brigade,TV-MA
Crows Zero II,
Where? Wolf?,
Secret Society of Second Born Royals,TV-PG
Ek,
The Intergalactic Adventures of Max Cloud,
Gupt: The Hidden Truth,
The Tough Ones,
Anjaan,TV-MA
Time to Hunt,TV-MA
Kaante,R
Black Lightning,
Friend,
The Sicilian,R
The VelociPastor,
Thiên Hạ Vô Tặc,
Enter the Warriors Gate,PG-13
Godzilla vs. Mechagodzilla II,"TV-G,PG,TV-PG"
Only You,
Stung,
The Street Fighter,R
Budapest Heist,
Scarecrows,"R,TV-14"
Steel Dawn,R
Prime Cut,R
G.D.O. BlackCat,
Revenge of the Ninja,R
The Monkey King Havoc in Heavens Palace,
Devil's Playground,
Deathstalker,R
Stratton,R
Tai ji 1: Cong ling kai shi,PG-13
Dead Weight,PG-13
The Crew,TV-MA
8 Million Ways to Die,R
Stark Raving Mad,R
Kurbaan,
Sweet Sweetback's Baadasssss Song,"R,X"
Dragon Ball Z: Broly - Second Coming,
One Piece: Strong World,TV-14
Dillinger,R
Robin Hood,TV-14
My Father is a Hero,R
Return of the Living Dead: Necropolis,R
The Tale of Zatoichi,
Wanted: Dead or Alive,R
V.I. Warshawski,"R,TV-14"
Burn!,"GP,R"
Attack,Approved
Attack on Titan Part 2,
One Piece: Stampede,TV-14
McQ,PG
Hunger,R
Soul Hunters,
Moon 44,R
Ghayal Once Again,TV-14
Dragon Trap,
Battle Creek Brawl,R
My Lucky Stars,PG-13
Freerunner,R
Life on the Line,R
Trigun: Badlands Rumble,TV-14
Panfilov's 28,PG-13
Tashan,
Hercules Reborn,
Snabba cash - Livet deluxe,
"Ebirah, Horror of the Deep",PG
Beyond the Poseidon Adventure,PG
To Hell and Back,"Approved,TV-PG"
Abhrahaminte Santhathikal,
A Score to Settle,
Miami Connection,R
Pilgrimage,
Flight Crew,TV-14
That Man from Rio,
The Virtuoso,R
Batman: Return of the Caped Crusaders,PG
The Omega Code,PG-13
Exit,
The Mission,
Julayi,
Outpost: Black Sun,
American Ninja 3: Blood Hunt,R
Panipat,
Best Seller,"R,TV-14"
Goemon,
Lingaa,
R-Point,R
The Exterminator,R
The Prey,R
The Doorman,R
Kaappaan,
The Mighty Quinn,R
The Dinosaur Project,PG-13
The Bouncer,R
Crime Spree,R
Spadikam,
Tekken: Blood Vengeance,TV-14
The Octagon,R
Class of '83,TV-14
Devasuram,
Godzilla vs. Hedorah,"PG,R,TV-PG,G"
Dark Planet,"TV-PG,TV-14"
Sangharsh,
Justice Society: World War II,PG-13
Recoil,R
Telefon,PG
Domino,R
Cat Run,R
Taish,
Brannigan,PG
Besharam,
The Nest,R
Escaping Tel Aviv,
Message Man,
Extreme Ops,PG-13
The New Legend of Shaolin,R
Silent Rage,R
The Fantastic Four,PG
Freaks: You're One of Us,TV-MA
America: The Motion Picture,TV-MA
Citizen Toxie: The Toxic Avenger IV,R
Starship Troopers: Traitor of Mars,R
Unnaipol Oruvan,
Werner - Beinhart!,
Nemesis,"R,TV-14"
Joshua Tree,R
Angamaly Diaries,
Altered Carbon: Resleeved,TV-MA
Mythica: The Darkspore,
S.M.A.R.T. Chase,
Monsters of Man,
Walking Tall,"R,TV-14"
Night in Paradise,TV-MA
The Hunter,PG
My Science Project,PG
Kickboxer 2: The Road Back,R
A Company Man,TV-MA
Ugramm,
Operation Cicero,
Black Moon Rising,"R,TV-14"
Godzilla vs. Biollante,PG
Best of the Best II,R
Iron Mask,PG-13
Deep Blue Sea 3,R
Buck Rogers in the 25th Century,PG
Nude Nuns with Big Guns,
Chandramukhi,
The Train Robbers,"PG,Passed,TV-14"
8 x 10 Tasveer,
Tactical Force,R
Scaramouche,"Approved,TV-PG"
Rigor Mortis,
Planet of the Vampires,
Dragon Ball Z: Bojack Unbound,TV-PG
Across 110th Street,R
Firehouse Dog,PG
Aadukalam,
Bombay Velvet,
Steal,R
Voyage to the Bottom of the Sea,"Approved,PG"
Beau Geste,"Approved,TV-PG,Passed"
Texas Rangers,PG-13
Jalsa,
"Ultramarines: A Warhammer 40,000 Movie",R
Bloodsucking Bastards,
Samurai III: Duel at Ganryu Island,
Welcome Back,
Billy Jack,GP
Enemies Closer,R
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack","TV-PG,TV-14"
Maattrraan,
Sharky's Machine,R
The Tower,
Take Off,
Dragon Eyes,R
Catfight,
Main Khiladi Tu Anari,
Percentage,
Darkland,
El nino,
Krack,
King Solomon's Mines,"Approved,TV-PG,Passed"
Future World,R
The Hot Rock,"PG,GP"
The Three Musketeers,"TV-G,Approved,Passed"
Pudhu Pettai,
Hell Comes to Frogtown,R
Kite,R
Space Battleship Yamato,TV-14
Narco Sub,R
From Beijing with Love,
Samurai II: Duel at Ichijoji Temple,
Judwaa,
Retroactive,R
Invasion of Astro-Monster,G
All the Best: Fun Begins,
Emperor of the North,"PG,TV-PG"
Arya 2,
Only the Strong,"PG-13,TV-MA"
Arya,
On Probation,
The Concorde... Airport '79,"PG,TV-PG"
The Killer Elite,PG
Destroy All Monsters,G
Rollercoaster,"PG,TV-PG"
Corbin Nash,TV-MA
Singam 3,
Temper,
Dragon Ball Z: The World's Strongest,TV-PG
Alien Outpost,
Godzilla vs. King Ghidorah,"TV-G,TV-PG"
Nameless Gangster: Rules of the Time,
Yaara,
Danger: Diabolik,PG-13
Malone,R
Attack of the Unknown,
Fire Birds,PG-13
Michael the Brave,
Braddock: Missing in Action III,R
Once a Thief,R
BloodRayne: The Third Reich,R
Race with the Devil,PG
Three Kingdoms,R
The Front Line,
No Holds Barred,PG-13
Godzilla 1985,"PG,TV-PG"
Man-Thing,R
No Tears for the Dead,
Jack Brooks: Monster Slayer,R
Wonder Woman: Bloodlines,PG-13
Crime Story,R
Gabbar Singh,
Pithamagan,
One Piece Film Z,TV-14
Fulltime Killer,R
Vengeance,
Captain Horatio Hornblower,
"Ghidorah, the Three-Headed Monster",TV-Y7
Rampage: Capital Punishment,
Deewana,
Kill Zone 2,
Godzilla vs. Mechagodzilla,"PG,G"
Dhruva,
The Undefeated,"TV-PG,Passed,G"
Thadam,
Hooper,PG
Pokémon the Movie: I Choose You!,"PG,TV-Y7"
Nirvana,R
Ayyappanum Koshiyum,
Along With the Gods: The Last 49 Days,
Rurouni Kenshin: Final Chapter Part II - The Beginning,TV-MA
Firewalker,PG
Assassination,
Naa Peru Surya Naa Illu India,
Padaiyappa,
The Battleship Island,
Janatha Garage,
My Hero Academia: Heroes Rising,PG-13
Boiling Point,
Kiler,
Kaavalan,
Fist of the North Star,
The Terror Live,
Sarileru Neekevvaru,
Shadowboxer,R
Proxima,
Maximum Conviction,R
Dragon Tiger Gate,
Dark Floors,R
The Foreigner,R
A Chinese Odyssey: Part One - Pandora's Box,
Operation Red Sea,TV-MA
Extreme Prejudice,R
SuperFly,R
Dragon Ball Z: Super Android 13,TV-PG
Velaiyilla Pattathari,
The Blood of Heroes,R
The Heist of the Century,
Cyborgs: Heroes Never Die,TV-14
The Banquet,
Baar Baar Dekho,
Assembly,
Once Upon a Time in China III,R
Satyameva Jayate,
Arabesque,"Approved,Passed"
Flight of the Intruder,PG-13
Pandora,TV-MA
Fortress 2: Re-Entry,R
Wild Bill,"R,TV-14"
Ram Gopal Varma Ki Aag,TV-14
If Looks Could Kill,PG-13
Khiladi 786,
Warriors of the Rainbow: Seediq Bale I,
Ne Zha,"TV-Y7-FV,TV-Y7,TV-PG"
Maniac Cop 2,R
Flodder,
Get Duked!,R
Battleground,"Approved,TV-PG"
Billa,
Metro,TV-14
Pawn,R
Awarapan,
Once Upon a Time in Mumbaai Dobara,
Yevadu,
Arsène Lupin,
Damage,R
A Low Down Dirty Shame,"R,TV-14"
The Big Bang,R
The Young Master,PG-13
Meteor,PG
Bounty Killer,R
Mythica: A Quest for Heroes,
Big Ass Spider!,PG-13
Super Fuzz,PG
Sye Raa Narasimha Reddy,
The Veteran,R
Last Passenger,R
Kireedam,
Super Fly,R
Khartoum,"TV-G,Approved"
Hero Wanted,R
Robot Overlords,PG-13
Cold Eyes,
Sink the Bismarck!,Approved
Rurouni Kenshin: Final Chapter Part I - The Final,TV-MA
Ticker,R
Death Hunt,R
Tarzan the Ape Man,"TV-G,Passed"
Deuces Wild,R
Bad Cat,
Wild America,PG
Drive,
Mudhalvan,
Maharshi,
Class of 1999,R
Dragon Ball Z: The Return of Cooler,
Sword Art Online the Movie: Ordinal Scale,TV-14
Skybound,
Duplicate,
MSG the Warrior: Lion Heart,
Jallikattu,
Skylines,R
Roy,
Pulimurugan,
Naked Weapon,R
Agent Vinod,
Dragon Ball Z: Tree of Might,TV-PG
Dead Heat,R
Vengeance: A Love Story,TV-MA
The Last Mercenary,TV-MA
Rogue,R
Desperate Hours,R
So Close,R
Dear Comrade,
Godzilla: King of the Monsters!,"TV-G,TV-PG"
Amar Akbar Anthony,
A.C.A.B. - All Cops Are Bastards,
Liberty Stands Still,R
Gallowwalkers,R
VFW,
The Unthinkable,
Gantz,
V,TV-MA
Term Life,R
Wolf Warrior 2,
Triggered,R
Death Wish: The Face of Death,"R,TV-14"
Vexille,PG-13
Force,R
Veeram,
Easy Money II: Hard to Kill,
Blame!,TV-14
Code of Silence,"R,TV-14"
The Anderson Tapes,GP
Vedam,
Gleaming the Cube,"PG-13,TV-MA"
The Legend,R
211,R
Sura,
Essential Killing,R
Aravindha Sametha,
Extortion,R
Stone Cold,"R,TV-14"
Prisoners of the Ghostland,
Derailed,R
Birth of the Dragon,PG-13
14 Blades,R
Reign of Assassins,R
Khiladi,
Dead or Alive,R
Mohra,
Veer,
Echo Boomers,R
Hammer of the Gods,R
Crows Zero,
Mortal,R
Amsterdamned,R
Surf Ninjas,PG
Rocky Handsome,
Rosewood,"R,TV-MA"
Flying Swords of Dragon Gate,R
Rogue City,TV-MA
Trespass Against Us,R
Uppi 2,
Golmaal 3,
Awara Paagal Deewana,
The Meteor Man,"PG,PG-13"
Les Lyonnais,R
Tunnel,TV-14
Minuscule: Valley of the Lost Ants,
Bhavesh Joshi Superhero,
Bullet,R
A Murder of Crows,R
The January Man,"R,TV-14"
Heavy Metal 2000,R
Initial D,TV-PG
Samurai I: Musashi Miyamoto,
It's Entertainment,
Mr. Majestyk,PG
Alien Abduction,
The Order,R
Wedlock,R
Adult Beginners,R
Godzilla: Planet of the Monsters,TV-14
The Whiskey Bandit,
Double Take,PG-13
Godzilla: Final Wars,PG-13
De Dana Dan,
Shaitan,
I'm for the Hippopotamus,
CC2C,PG-13
The Blackout,TV-MA
Yu-Gi-Oh!: The Movie - Pyramid of Light,"PG,TV-Y7-FV,TV-PG"
Pokemon 4Ever: Celebi - Voice of the Forest,G
Bad Country,R
State of Siege: Temple Attack,
Pirates,PG-13
The Sorcerer and the White Snake,PG-13
Bend of the River,"Approved,TV-PG"
Viswasam,
The Pope of Greenwich Village,R
Falcon Rising,R
Smokey and the Bandit Part 3,PG
Ab Tak Chhappan,
Patient Zero,R
The Witch: Part 1 - The Subversion,
Odds and Evens,PG
The Forsaken,R
Nisshartho Bhalobasha: What is Love!,
Street Fighter II: The Animated Movie,PG-13
The God of Cookery,
Lost Bullet,TV-MA
Perdita Durango,R
True Legend,R
Nerkonda Paarvai,
Koyla,
Bol Bachchan,PG
Red Scorpion,R
Branded to Kill,
Extreme Job,
Kara Bela,
Dark Tide,PG-13
Gang Related,"R,TV-14"
Heropanti,
Khaleja,
Yuva,
Highwaymen,R
Turbo: A Power Rangers Movie,PG
Redline,PG-13
Fled,"R,TV-14"
Accident Man,R
Taxi 5,
Gladiator,R
Wolves,R
Red Sun,PG
The Mod Squad,R
The Hunter's Prayer,R
Yennai Arindhaal,
Phantom,
Lucifer,
3 Ninjas Kick Back,PG
The Wind and the Lion,PG
Moonwalkers,R
Miss Bala,R
Rapid Fire,"R,TV-14"
Mother India,
My Hero Academia: Two Heroes,"PG-13,TV-14"
Hatchet III,R
Breathless,R
Finding 'Ohana,PG
Coma,
Precious Cargo,R
Housefull 3,
Boy Wonder,R
Old Men in New Cars: In China They Eat Dogs II,
See Spot Run,PG
Puli,
Lazer Team,PG-13
Arrambam,
Khaali Peeli,
Okkadu,
Mr. Nanny,PG
Hell,"NC-17,TV-MA"
The Bridge at Remagen,"PG,R,M"
Son of Sardaar,
Seven Swords,
The Balkan Line,
Nannaku Prematho,
Berserk: The Golden Age Arc III - The Advent,TV-MA
Lawnmower Man 2: Beyond Cyberspace,PG-13
The Stunt Man,R
Battlestar Galactica,PG
Blackthorn,R
Pogaru,
Race Gurram,
Petta,TV-14
The Age of Shadows,TV-MA
Death Wish 4: The Crackdown,"R,TV-14"
Cherry 2000,PG-13
Invasion U.S.A.,"R,TV-14"
Left Behind: The Movie,"R,PG-13"
The Domestics,R
The Admiral,TV-PG
Exodus,Approved
Into the Grizzly Maze,"R,PG-13"
The Thinning,
The Inglorious Bastards,R
A Chinese Ghost Story,TV-14
The Package,R
The Powerpuff Girls Movie,PG
Northmen - A Viking Saga,R
Until Death,R
Age of Heroes,
Kung Fu Yoga,
D-Day,
Behzat Ç.: Seni Kalbime Gömdüm,
Malang,TV-MA
The Samaritan,R
Uncommon Valor,R
Sweet Virginia,R
Desierto,R
Iron Sky: The Coming Race,
Waterloo,G
Force of Nature,R
Berserk: The Golden Age Arc II - The Battle for Doldrey,TV-MA
Waist Deep,R
Until the End of the World,R
Double Trouble,
Spyder,TV-14
Baasha,
Boruto: Naruto The Movie,"PG,TV-PG,TV-14"
Jagga Jasoos,TV-14
The Mark of Zorro,"TV-G,Approved,Passed"
Tai Chi Master,R
The Thieves,
Drug War,R
Project A 2,PG-13
Retribution,
The Emerald Forest,R
Foolproof,R
Shivaay,
Legend of the Fist: The Return of Chen Zhen,R
Miracle Mile,R
Gunda,
Judwaa 2,TV-14
The Program,R
Shogun Assassin,R
Thalaivaa,
Airport 1975,"PG,TV-PG"
Sherni,
Juan of the Dead,
The Good Thief,R
Let the Bullets Fly,
The Recall,R
Airport '77,"PG,TV-PG"
See You Yesterday,TV-MA
Dying of the Light,R
The Connection,R
Dragon Ball Z: Broly - The Legendary Super Saiyan,TV-PG
Asterix the Gaul,
Mary Kom,TV-14
Bullet in the Head,
Operation: Endgame,R
Ishq,
The Ice Pirates,PG
Miss Bala,PG-13
Foodfight!,"PG,TV-PG,TV-14"
Gadar: Ek Prem Katha,
Next Day Air,"R,TV-14"
Action Jackson,R
Coffy,R
Triple Threat,R
The Last Days of American Crime,TV-MA
The Warrior,R
Ishtar,PG-13
Boss,
Extraction,R
The Human Race,
The Courier,R
Ala Vaikunthapurramuloo,
Batla House,
Detective Dee: The Mystery of the Phantom Flame,PG-13
Vakeel Saab,TV-14
Delta Farce,PG-13
"The Gangster, the Cop, the Devil",
Sparks,
Ip Man: The Final Fight,PG-13
Jagame Thandhiram,TV-MA
Alexander Nevsky,TV-MA
The Newton Boys,PG-13
Class of 1984,R
The Quake,PG-13
Kickboxer: Vengeance,TV-MA
Malik,
Aamir,
Starship Troopers: Invasion,R
Run Silent Run Deep,"Approved,TV-PG"
Who Finds a Friend Finds a Treasure,
Transit,R
Jigarthanda,
Surviving the Game,R
My Way,R
Pink Cadillac,PG-13
A-X-L,PG
The Crow: Salvation,R
Snake in the Eagle's Shadow,PG
Baaghi 3,
Survive the Night,R
Final Score,R
Violent Cop,
Doctor,
Danger Close,R
Satyameva Jayate 2,
Dark Angel,R
Three Fugitives,PG-13
Tokyo Gore Police,
Thalapathi,
Black '47,R
Twin Dragons,PG-13
Black Mask,"R,TV-14"
Empire of the Wolves,R
DeepStar Six,R
Acts of Vengeance,R
Dance of the Dead,R
Bronco Billy,PG
Just 6.5,
Indian,
Day of the Dead: Bloodline,R
Remo Williams: The Adventure Begins,"PG-13,TV-PG"
Housefull 4,
Don,
The Tax Collector,TV-MA
Saala Khadoos,
Lone Wolf McQuade,PG
Yamakasi,
Paid in Full,R
Pokkiri,
Acts of Violence,R
Rurouni Kenshin: The Legend Ends,TV-MA
Into the Night,"R,TV-14"
Kill Zone,
Ninja: Shadow of a Tear,R
Jilla,
Blood Creek,R
In the Blood,R
Twelve,R
Maanaadu,
Vaaranam Aayiram,
Trespass,R
Dance Flick,PG-13
Shinjuku Incident,R
Journey to the West,PG-13
The Red Baron,PG-13
Mardaani,
Bad Girls,R
Bait,R
Tarzan,PG
Shoot to Kill,R
Batman and Harley Quinn,PG-13
Wings,"PG-13,Passed"
The Patriot,R
Fair Game,R
The Crazies,R
Gorgeous,PG-13
Ronal the Barbarian,TV-14
Copshop,R
The 7th Voyage of Sinbad,"TV-G,Approved,G"
NH 10,
Trauma Center,R
Runaway,PG-13
Kites,
Flash Point,R
Little Caesar,TV-PG
Ninja,R
The Trip,TV-MA
Welcome to the Jungle,
Let's Sin,
Versus,R
The Dark Valley,
The Ghazi Attack,
Theeran Adhigaram Ondru,
Coffee & Kareem,TV-MA
Wheels on Meals,TV-14
Killing Gunther,R
Athadu,
Howl,"TV-MA,TV-PG,TV-14"
We Can Be Heroes,PG
The Breed,R
Redline,TV-14
Attack on Titan Part 1,
Yoga Hosers,PG-13
Best of the Best,PG-13
Night Teeth,TV-14
Casshern,
Terminal Velocity,PG-13
Vaastav: The Reality,
Neon Genesis Evangelion: Death & Rebirth,TV-MA
Occupation: Rainfall,R
Escape Plan: The Extractors,R
Evangelion: 3.0 You Can (Not) Redo,TV-14
Von Ryan's Express,Approved
The Last: Naruto the Movie,TV-14
The Mechanic,PG
The Villainess,
Ghilli,
Lady Snowblood,
3 from Hell,R
Pokiri,
Steel,PG-13
AK vs AK,TV-MA
Point Blank,TV-MA
Ong Bak 3,R
Thunderbirds,PG
Bitch Slap,R
Primeval,R
5 Days of War,R
Aqua Teen Hunger Force Colon Movie Film for Theaters,"R,TV-14"
Iron Eagle,PG-13
Pokémon 3 the Movie: Spell of the Unown,G
Galveston,
Kế Hoạch BB,
Housefull 2,
Race,
Open Windows,
Pootie Tang,PG-13
"Steamboat Bill, Jr.",
Undead,R
Witching and Bitching,
Mankatha,
OSS 117: Lost in Rio,
Ghost in the Shell 2.0,TV-14
Interview with a Hitman,
Avengement,
Headshot,
Parallels,"TV-MA,TV-14"
They Call Me Jeeg,
Ghajini,
Singularity,PG-13
I Am Wrath,R
Days of Glory,R
The Musketeer,PG-13
The Baytown Outlaws,R
Bobby Z,"R,TV-14"
Replicant,R
Black Water,R
Satya,
"Faster, Pussycat! Kill! Kill!",TV-14
Dragon,R
The Last Dragon,PG-13
Paparazzi,PG-13
Dylan Dog: Dead of Night,PG-13
Little Big Soldier,PG-13
All About the Benjamins,"R,TV-14"
Singh Is King,
Alien Nation,R
7 Days in Entebbe,PG-13
Vehicle 19,R
Sukiyaki Western Django,R
Company,
The Myth,"R,PG-13"
Vada Chennai,
Death Wish 3,"R,TV-14"
Edison,R
Year of the Dragon,"R,TV-MA,TV-14"
Vampire Hunter D,TV-MA
Becky,R
Border,
Half Past Dead,PG-13
Breaking In,PG-13
The Horde,
The Professionals,"GP,Approved,PG-13"
Extraterrestrial,
Set It Off,R
Momentum,
Batman: Gotham by Gaslight,R
D.E.B.S.,PG-13
Khakee,
Rurouni Kenshin Part II: Kyoto Inferno,TV-MA
American Outlaws,PG-13
Sword of the Stranger,
Iron Monkey,PG-13
Vice,R
Maniac Cop,R
Turks in Space,
Mortal Kombat Legends: Scorpion's Revenge,R
Dreamscape,"R,PG-13"
