Movie,Date,Month,Year
Call Me by Your Name,18,1,2018
Chernobyl Diaries,25,5,2012
The Fabulous Baker Boys,13,10,1989
Dead Men Don&apos;t Wear Plaid,21,5,1982
The Last Castle,19,10,2001
Prophecy,22,8,1979
The Sure Thing,1,3,1985
Ladyhawke,4,4,1985
A Thousand Words,9,3,2012
Getting Even with Dad,17,6,1994
The Invention of Lying,2,10,2009
Quartet,1,1,2013
Into the Blue,30,9,2005
You&apos;re Next,23,8,2013
Super Troopers,15,2,2002
Ultraviolet,3,3,2006
Project X,17,4,1987
An Ideal Husband,16,4,1999
Flight of the Navigator,1,8,1986
The Fan,16,8,1996
Aquamarine,3,3,2006
Frost/Nixon,23,1,2009
The Apartment,29,6,1960
Alice Doesn&apos;t Live Here Anymore,23,5,1975
CHIPS,24,3,2017
Geronimo: An American Legend,10,12,1993
Suspect,23,10,1987
The Quick and the Dead,10,2,1995
Akeelah and the Bee,28,4,2006
The Marine,20,4,2007
The Legend of Hercules,21,2,2014
Above the Law,22,4,1988
Rambo: Last Blood,24,12,2019
Shark Night 3D,9,9,2011
Man on a Ledge,27,1,2012
Kazaam,17,7,1996
Cocoon: The Return,23,11,1988
Haywire,20,1,2012
Deux frères,7,4,2004
Georgia Rule,11,5,2007
Untamed Heart,12,2,1993
The Replacement Killers,6,2,1998
Unplanned,29,3,2019
The Octagon,15,8,1980
Rollerball,8,2,2002
Beneath the Planet of the Apes,26,5,1970
Mortal Thoughts,19,4,1991
Mommie Dearest,25,9,1981
My Best Friend&apos;s Girl,19,9,2008
Best Defense,20,7,1984
House Party 2,23,10,1991
Lo imposible,4,1,2013
Summer of Sam,2,7,1999
Little Giants,14,10,1994
Cursed,25,2,2005
Saving Silverman,9,2,2001
Vacancy,20,4,2007
The Producers,25,12,2005
Joe,15,7,1970
Wonder Boys,25,2,2000
Runner Runner,27,9,2013
House,28,2,1986
Friday the 13th Part VI: Jason Lives,1,8,1986
Beautiful Creatures,22,2,2013
Timeline,26,11,2003
The Eagle,11,2,2011
Valiant,25,3,2005
Hero,2,10,1992
The Principal,18,9,1987
Gone Fishin&apos;,30,5,1997
Dad,10,11,1989
Young Sherlock Holmes,4,12,1985
Cruising,15,2,1980
The Spirit,25,12,2008
Hard Rain,16,1,1998
Jane Austen&apos;s Mafia!,24,7,1998
Vampire in Brooklyn,27,10,1995
Breathless,13,5,1983
Assault on Precinct 13,19,1,2005
Unfaithfully Yours,10,2,1984
Middle School: The Worst Years of My Life,21,10,2016
Eyes of Laura Mars,2,8,1978
Down to You,21,1,2000
Fire in the Sky,12,3,1993
The Glimmer Man,4,10,1996
Country Strong,7,1,2011
Flipper,17,5,1996
Vampires,30,10,1998
Mobsters,26,7,1991
Our Family Wedding,12,3,2010
Action Jackson,12,2,1988
Pulse,11,8,2006
Premium Rush,7,9,2012
The Cowboy Way,3,6,1994
Down with Love,16,5,2003
Gone Baby Gone,19,10,2007
Brick Mansions,16,5,2014
Reno 911!: Miami,23,2,2007
Code of Silence,3,5,1985
A Prairie Home Companion,9,6,2006
Sgt. Pepper&apos;s Lonely Hearts Club Band,24,7,1978
Sudden Death,22,12,1995
F.I.S.T,28,4,1978
The Three Musketeers,1,9,2011
Little Black Book,6,8,2004
The In-Laws,23,5,2003
Land of the Dead,24,6,2005
The Happytime Murders,24,8,2018
Mad Money,18,1,2008
Free State of Jones,24,6,2016
Jaws: The Revenge,17,7,1987
The Dead Zone,21,10,1983
Blair Witch,16,9,2016
Whale Rider,30,1,2003
Sleepless,13,1,2017
The Hills Have Eyes II,23,3,2007
The Kids Are All Right,30,7,2010
Paul Blart: Mall Cop,16,1,2009
Jason&apos;s Lyric,28,9,1994
Mr. Baseball,2,10,1992
Proud Mary,12,1,2018
Intersection,21,1,1994
The Man with the Golden Gun,20,12,1974
Super Mario Bros.,28,5,1993
La guerre du feu,16,12,1981
The Apple Dumpling Gang Rides Again,27,6,1979
The X Files: I Want to Believe,22,8,2008
Shorts,21,8,2009
Tales from the Crypt: Demon Knight,13,1,1995
F/X2,10,5,1991
Stir of Echoes,10,9,1999
The Disaster Artist,8,12,2017
Things Are Tough All Over,4,8,1982
Kuffs,10,1,1992
Bulletproof,6,9,1996
"As Above, So Below",26,9,2014
ATL,31,3,2006
Cujo,12,8,1983
Christine,9,12,1983
The Next Three Days,19,11,2010
Coneheads,23,7,1993
Dream House,30,9,2011
Mechanic: Resurrection,26,8,2016
The Black Cauldron,24,7,1985
To Die For,6,10,1995
Conan the Barbarian,11,5,2012
The King and I,29,6,1956
Shaft,14,6,2019
Raising Cain,7,8,1992
Torque,16,1,2004
Skyline,26,11,2010
Mr. Magoo,25,12,1997
The Fog,8,2,1980
The Place Beyond the Pines,19,4,2013
He Got Game,1,5,1998
Baggage Claim,27,9,2013
Bowling for Columbine,15,11,2002
Consenting Adults,16,10,1992
The Quest,26,4,1996
Short Circuit 2,6,7,1988
Your Highness,8,4,2011
Snowden,16,9,2016
The Rookie,7,12,1990
Como agua para chocolate,16,4,1992
Buck Rogers in the 25th Century,30,3,1979
Overlord,23,11,2018
The Player,8,5,1992
Biker Boyz,31,1,2003
Marathon Man,8,10,1976
Friday the 13th Part 2,1,5,1981
The Bachelor,5,11,1999
Mr. 3000,17,9,2004
The Big Wedding,3,5,2013
A Soldier&apos;s Story,2,11,1984
Don Juan DeMarco,7,4,1995
A Nightmare on Elm Street: The Dream Child,11,8,1989
Nowhere to Run,15,1,1993
Hustle &amp; Flow,22,7,2005
Emma,30,8,1996
Two Can Play That Game,7,9,2001
Empire of the Sun,25,12,1987
Pink Floyd: The Wall,14,7,1982
Victoria &amp; Abdul,24,11,2017
Adaptation.,14,2,2003
The Lion in Winter,30,10,1968
My Fellow Americans,20,12,1996
Project Almanac,30,1,2015
The Borrowers,5,12,1997
Edtv,26,3,1999
At First Sight,15,1,1999
The Bye Bye Man,13,1,2017
Stuber,12,7,2019
The Alamo,9,4,2004
The First Power,6,4,1990
Red Corner,31,10,1997
The Juror,2,2,1996
Xanadu,8,8,1980
The Gallows,10,7,2015
Joe Somebody,21,12,2001
Frankie and Johnny,11,10,1991
On Her Majesty&apos;s Secret Service,19,12,1969
A Dog&apos;s Journey,16,5,2019
Missing in Action,16,11,1984
Prime,28,10,2005
Titan A.E.,16,6,2000
Raising Arizona,17,4,1987
Beloved,16,10,1998
Being John Malkovich,3,12,1999
Two for the Money,7,10,2005
Guilty as Sin,4,6,1993
Crimes of the Heart,23,1,1987
Revolutionary Road,23,1,2009
Rounders,11,9,1998
Ella Enchanted,9,4,2004
Love Happens,18,9,2009
The Care Bears Movie,23,3,1985
The Remains of the Day,12,11,1993
Faster,10,12,2010
Pompeii,7,3,2014
Kingdom Come,11,4,2001
Fighting with My Family,22,2,2019
The Covenant,8,9,2006
The Avengers,14,8,1998
The Usual Suspects,16,8,1995
Reindeer Games,25,2,2000
Raging Bull,19,12,1980
Endless Love,14,2,2014
Hoodlum,27,8,1997
Boys on the Side,3,2,1995
Ernest Goes to Camp,22,5,1987
Traitor,27,8,2008
Hotel Rwanda,4,2,2005
How to Make an American Quilt,6,10,1995
Oscar,26,4,1991
Kevin Hart: What Now?,14,10,2016
The Losers,23,4,2010
Agent Cody Banks 2: Destination London,12,3,2004
The Wicker Man,1,9,2006
Nine,18,12,2009
The Life Aquatic with Steve Zissou,25,12,2004
White Boy Rick,14,9,2018
Don&apos;t Be Afraid of the Dark,25,8,2011
Angel Eyes,18,5,2001
Around the World in 80 Days,23,7,2004
Virtuosity,4,8,1995
Body Heat,28,8,1981
Lionheart,11,1,1991
The Adventures of Huck Finn,2,4,1993
Lord of War,16,9,2005
Hearts in Atlantis,28,9,2001
The People Under the Stairs,1,11,1991
Dead Presidents,6,10,1995
Bridget Jones&apos;s Baby,16,9,2016
Bronco Billy,11,6,1980
The Spy Next Door,21,1,2010
Hoffa,25,12,1992
Quo Vadis,25,12,1951
Across the Universe,28,9,2007
Renaissance Man,3,6,1994
Arlington Road,9,7,1999
Sparkle,17,8,2012
FernGully: The Last Rainforest,10,4,1992
The Sweetest Thing,12,4,2002
In the Heat of the Night,2,8,1967
Gorillas in the Mist: The Story of Dian Fossey,7,10,1988
Our Idiot Brother,26,8,2011
Thank You for Smoking,14,4,2006
Quiz Show,7,10,1994
Never Back Down,14,3,2008
Season of the Witch,7,1,2011
The Craft,3,5,1996
Fright Night,2,8,1985
Invasion of the Body Snatchers,22,12,1978
The November Man,12,9,2014
Some Like It Hot,19,3,1959
Kingpin,26,7,1996
Enter the Dragon,19,8,1973
Thunderbolt and Lightfoot,24,5,1974
In the Name of the Father,27,12,1993
Escape Plan,25,10,2013
Killer Elite,23,9,2011
The VVitch: A New-England Folktale,19,2,2016
The Morning After,25,12,1986
Nurse Betty,8,9,2000
Escape Room: Tournament of Champions,16,7,2021
Twisted,27,2,2004
Piranha 3D,20,8,2010
Aliens in the Attic,31,7,2009
Black Widow,6,2,1987
Katy Perry: Part of Me,5,7,2012
Alien Nation,7,10,1988
Escape from New York,10,7,1981
Top Five,12,12,2014
Sweet November,16,2,2001
The Transporter,11,10,2002
Heartburn,25,7,1986
The Woman in Red,15,8,1984
Jersey Girl,26,3,2004
Tin Men,13,3,1987
Can&apos;t Hardly Wait,12,6,1998
The International,12,2,2009
The Fourth Kind,6,11,2009
Dark Water,8,7,2005
Escape from L.A.,9,8,1996
Desperado,25,8,1995
Mr. Woodcock,14,9,2007
Agnes of God,13,9,1985
Crocodile Dundee in Los Angeles,12,4,2001
Ex Machina,21,1,2015
From Dusk Till Dawn,19,1,1996
The Last Dragon,22,3,1985
Candyman,16,10,1992
You Again,24,9,2010
That Thing You Do!,4,10,1996
Betrayed,26,8,1988
Shadowlands,4,3,1994
Murder at 1600,18,4,1997
Æon Flux,2,12,2005
Alex Cross,19,10,2012
Frida,20,11,2002
The Lazarus Effect,27,2,2015
Innerspace,1,7,1987
Leap Year,8,1,2010
The Hard Way,8,3,1991
The Nanny Diaries,24,8,2007
The Cotton Club,14,12,1984
Shutter,20,3,2008
Love the Coopers,27,11,2015
A Walk Among the Tombstones,10,10,2014
Great Expectations,30,1,1998
I.Q.,25,12,1994
Ben-Hur,19,8,2016
House Party,9,3,1990
Street Kings,11,4,2008
Book of Shadows: Blair Witch 2,27,10,2000
One for the Money,27,1,2012
Run All Night,10,4,2015
Bulworth,22,5,1998
The Woman in Black 2: Angel of Death,27,2,2015
Blast from the Past,12,2,1999
Basic,28,3,2003
Harriet the Spy,10,7,1996
An American Werewolf in Paris,31,10,1997
Machete,3,9,2010
xXx: State of the Union,28,10,2005
One Missed Call,4,1,2008
That&apos;s Entertainment!,21,6,1974
The Forest,22,1,2016
The Missing,26,11,2003
Home Again,8,9,2017
Rush,20,9,2013
Paulie,17,4,1998
The Big Hit,24,4,1998
Guarding Tess,11,3,1994
The Story of Us,15,10,1999
The Musketeer,7,9,2001
The Women,12,9,2008
Joe Dirt,11,4,2001
Fast Times at Ridgemont High,13,8,1982
All Dogs Go to Heaven,8,2,1990
Baby Geniuses,12,3,1999
Airplane II: The Sequel,10,12,1982
Brooklyn&apos;s Finest,5,3,2010
A Passage to India,1,2,1985
Cloud Atlas,21,2,2013
Nobody,26,3,2021
High Fidelity,31,3,2000
The Muppet Christmas Carol,11,12,1992
No Escape,9,10,2015
Dallas Buyers Club,22,11,2013
Someone Like You...,30,3,2001
Midsommar,3,7,2019
Brown Sugar,11,10,2002
Internal Affairs,12,1,1990
Oculus,18,4,2014
Sinister 2,21,8,2015
The Switch,20,8,2010
The Edge,26,9,1997
Rings,10,2,2017
Teachers,5,10,1984
The Other Sister,26,2,1999
Logan Lucky,15,9,2017
The Majestic,21,12,2001
Crank,1,9,2006
The Rescuers Down Under,16,11,1990
Beastly,4,3,2011
Loaded Weapon 1,5,2,1993
Grosse Pointe Blank,11,4,1997
Cannonball Run II,29,6,1984
Out to Sea,2,7,1997
Abduction,23,9,2011
Johnny English,25,4,2003
The Prince &amp; Me,2,4,2004
Happy Death Day 2U,15,2,2019
Ernest Saves Christmas,11,11,1988
Doom,21,10,2005
After the Sunset,12,11,2004
28 Weeks Later,11,5,2007
Defiance,16,1,2009
Fathers&apos; Day,9,5,1997
Ready or Not,21,8,2019
Untraceable,25,1,2008
Taxi Driver,9,2,1976
Drop Zone,9,12,1994
Baby Boy,27,6,2001
The Last Starfighter,13,7,1984
Molly&apos;s Game,5,1,2018
Capote,3,2,2006
Kick-Ass 2,14,8,2013
Draft Day,27,6,2014
"Girl, Interrupted",14,1,2000
One Direction: This Is Us,31,1,2014
The Dream Team,7,4,1989
Point Break,24,12,2015
The Watcher,8,9,2000
The Insider,5,11,1999
Chimpanzee,20,4,2012
James and the Giant Peach,12,4,1996
A Walk in the Woods,2,9,2015
Twilight Zone: The Movie,24,6,1983
The Fog,14,10,2005
Did You Hear About the Morgans?,26,3,2010
Spy Hard,24,5,1996
The World According to Garp,23,7,1982
The Hate U Give,19,10,2018
Wild Things,20,3,1998
Harry and the Hendersons,5,6,1987
Grudge Match,25,12,2013
Serpico,5,12,1973
Hostiles,26,1,2018
Green Card,31,1,1991
Mystery Men,6,8,1999
Spartacus,17,11,1960
"I, Tonya",5,1,2018
The Iron Lady,6,1,2012
Hollywood Homicide,13,6,2003
How Do You Know,17,12,2010
The Great Debaters,25,12,2007
Life,24,3,2017
The Fighting Temptations,19,9,2003
The Banger Sisters,20,9,2002
Honey,5,12,2003
Assassins,6,10,1995
Long Shot,7,6,2019
A Night at the Roxbury,2,10,1998
Queen of the Damned,22,2,2002
The Mountain Between Us,17,11,2017
From Here to Eternity,28,8,1953
Halloween: Resurrection,12,7,2002
Underworld: Blood Wars,2,12,2016
Uncommon Valor,16,12,1983
Sleepwalkers,10,4,1992
Get on Up,1,8,2014
An American Werewolf in London,21,8,1981
Slender Man,10,8,2018
Holmes &amp; Watson,25,12,2018
Open Water,20,8,2004
The Princess Bride,9,10,1987
Powder,27,10,1995
Home Alone 3,12,12,1997
Joyful Noise,13,1,2012
Deliver Us from Evil,18,7,2014
Dune,14,12,1984
Nuts,11,12,1987
Get Rich or Die Tryin&apos;,9,11,2005
Morning Glory,10,11,2010
Collateral Beauty,6,1,2017
Calendar Girls,12,9,2003
The Pirates! In an Adventure with Scientists!,28,3,2012
Conan the Destroyer,29,6,1984
Air America,10,8,1990
High Anxiety,25,12,1977
Picture Perfect,1,8,1997
Crimson Peak,16,10,2015
How High,21,12,2001
Charlie St. Cloud,10,9,2010
Gods of Egypt,26,2,2016
A Perfect World,24,11,1993
The Mortal Instruments: City of Bones,30,8,2013
The Debt,31,8,2011
The Secret Garden,13,8,1993
The Core,28,3,2003
Leatherheads,4,4,2008
From Hell,19,10,2001
House at the End of the Street,21,9,2012
August Rush,21,11,2007
The Soloist,24,4,2009
History of the World: Part I,12,6,1981
Quarantine,10,10,2008
Transporter 3,26,11,2008
The Wedding Date,4,2,2005
9,3,9,2009
1941,14,12,1979
Push,6,2,2009
Children of a Lesser God,31,10,1986
Milk,30,1,2009
Extremely Loud &amp; Incredibly Close,20,1,2012
Patriots Day,6,1,2017
Cop &amp; ½,2,4,1993
Dressed to Kill,25,7,1980
Lake Placid,16,7,1999
Murder by Numbers,19,4,2002
Leaving Las Vegas,9,2,1996
Cold Pursuit,1,3,2019
Side Effects,8,2,2013
The Age of Innocence,1,10,1993
The Love Guru,20,6,2008
Anacondas: The Hunt for the Blood Orchid,17,12,2004
Kevin Hart: Let Me Explain,3,7,2013
Nightcrawler,28,11,2014
Hung fan kui,21,1,1995
Entourage,3,6,2015
(500) Days of Summer,23,10,2009
Bride of Chucky,16,10,1998
Love &amp; Other Drugs,24,11,2010
The Men Who Stare at Goats,6,11,2009
Mother&apos;s Day,29,4,2016
October Sky,19,2,1999
Paranormal Activity: The Marked Ones,3,1,2014
Jungle Fever,7,6,1991
Almost Famous,22,9,2000
Unfriended,17,4,2015
Darkness Falls,24,1,2003
The Pianist,25,9,2002
Proof of Life,8,12,2000
Hard Target,20,8,1993
Bad News Bears,22,7,2005
Blade Runner,25,6,1982
Mercury Rising,3,4,1998
Friday the 13th: The Final Chapter,13,4,1984
TRON,9,7,1982
Friday After Next,22,11,2002
*batteries not included,18,12,1987
Dracula 2000,22,12,2000
The Rite,28,1,2011
Arthur,8,4,2011
Daylight,6,12,1996
The Second Best Exotic Marigold Hotel,26,2,2015
Zodiac,2,3,2007
Matilda,2,8,1996
Le fabuleux destin d&apos;Amélie Poulain,25,4,2001
Child&apos;s Play,9,11,1988
Silverado,10,7,1985
The Informant!,18,9,2009
Mr. Bean&apos;s Holiday,8,6,2007
Woman in Gold,10,4,2015
The Long Kiss Goodnight,11,10,1996
See Spot Run,2,3,2001
Monster Trucks,3,2,2017
Planet of the Apes,3,4,1968
Doubt,25,12,2008
Curly Sue,25,10,1991
Blue Jasmine,23,8,2013
Dreamcatcher,21,3,2003
Where the Heart Is,28,4,2000
Carrie,16,11,1976
Geostorm,13,10,2017
Wind River,8,9,2017
The Pink Panther Strikes Again,17,12,1976
All About Steve,20,11,2009
Darkman,24,8,1990
The Relic,10,1,1997
Mickey Blue Eyes,20,8,1999
Closer,3,12,2004
Death Wish,4,5,2018
The Duff,20,2,2015
King Ralph,15,2,1991
Snakes on a Plane,1,9,2006
Instinct,4,6,1999
My Dog Skip,3,3,2000
The Best Man,22,10,1999
The Reader,30,1,2009
The Hunted,14,3,2003
Tommy,26,3,1975
This Is Where I Leave You,19,9,2014
Malibu&apos;s Most Wanted,18,4,2003
Licence to Kill,14,7,1989
"Everything, Everything",19,5,2017
Alexander,24,12,2004
Dangerous Liaisons,24,2,1989
The Killing Fields,16,11,1984
Judge Dredd,30,6,1995
Cradle 2 the Grave,28,2,2003
Psycho II,3,6,1983
A Thin Line Between Love and Hate,3,4,1996
White Fang,18,1,1991
Take the Lead,18,8,2006
Good Luck Chuck,21,9,2007
The 5th Wave,15,1,2016
Excalibur,2,7,1981
Red Heat,17,6,1988
Freddy&apos;s Dead: The Final Nightmare,13,9,1991
Midnight Express,10,8,1978
The Skulls,31,3,2000
50/50,30,9,2011
A Very Harold &amp; Kumar 3D Christmas,4,11,2011
Green Zone,12,3,2010
A Goofy Movie,7,4,1995
The Watch,21,9,2012
The Messengers,2,2,2007
Live and Let Die,12,7,1973
The Gauntlet,21,12,1977
Intolerable Cruelty,10,10,2003
The Hustle,10,5,2019
Peppermint,28,9,2018
Mermaids,14,12,1990
Ad Astra,20,9,2019
No Way Out,14,8,1987
Children of Men,22,9,2006
The American,1,9,2010
Silkwood,27,1,1984
Larry Crowne,1,7,2011
The Indian in the Cupboard,14,7,1995
Smokin&apos; Aces,12,1,2007
Robin Hood: Men in Tights,28,7,1993
Trouble with the Curve,21,9,2012
Changeling,31,10,2008
Shine,15,8,1996
The Mothman Prophecies,25,1,2002
The Island,22,7,2005
The 15:17 to Paris,9,2,2018
The Nice Guys,27,5,2016
The Sentinel,21,4,2006
Sliver,21,5,1993
The Commuter,19,1,2018
Death Race,22,8,2008
Universal Soldier,10,7,1992
Sucker Punch,25,3,2011
The Thin Red Line,15,1,1999
Million Dollar Arm,16,5,2014
The &apos;Burbs,17,2,1989
Freedom Writers,5,1,2007
Taxi,6,10,2004
Gung Ho,14,3,1986
Soapdish,31,5,1991
Vampires Suck,8,10,2010
8MM,26,2,1999
Colombiana,23,9,2011
Friday the 13th Part III,13,8,1982
Alive,15,1,1993
Sphere,13,2,1998
State of Play,17,4,2009
Keeping the Faith,14,4,2000
30 Minutes or Less,12,8,2011
Brubaker,20,6,1980
The Guilt Trip,19,12,2012
28 Days,14,4,2000
Crossroads,15,2,2002
Jumping the Broom,6,5,2011
The Change-Up,30,9,2011
Lawless,29,8,2012
J. Edgar,11,11,2011
Man of the Year,13,10,2006
Raising Helen,28,5,2004
The Longest Ride,24,4,2015
Paul,14,2,2011
The Back-up Plan,23,4,2010
Invictus,11,12,2009
Out of Sight,26,6,1998
In Time,28,10,2011
First Knight,7,7,1995
"Big Mommas: Like Father, Like Son",18,2,2011
Abraham Lincoln: Vampire Hunter,3,8,2012
Good Boy!,10,10,2003
The Brothers Grimm,26,8,2005
Postcards from the Edge,14,9,1990
Seven Years in Tibet,10,10,1997
Dead Again,30,8,1991
Jigsaw,27,10,2017
Urban Legend,25,9,1998
Ri¢hie Ri¢h,21,12,1994
40 Days and 40 Nights,1,3,2002
Spaceballs,24,6,1987
Showtime,15,3,2002
Bill &amp; Ted&apos;s Bogus Journey,19,7,1991
The Running Man,13,11,1987
Ninja Assassin,25,12,2009
10 Things I Hate About You,31,3,1999
Treasure Planet,27,11,2002
Scream 4,15,4,2011
The Original Kings of Comedy,18,8,2000
Mighty Morphin Power Rangers: The Movie,30,6,1995
Meet the Spartans,25,1,2008
Brooklyn,6,11,2015
Stardust,10,8,2007
Undercover Brother,31,5,2002
About Last Night...,2,7,1986
Little Shop of Horrors,19,12,1986
Hot Shots! Part Deux,21,5,1993
The Paper,25,3,1994
Romeo and Juliet,5,3,1968
Cruel Intentions,5,3,1999
Earth to Echo,11,7,2014
Crawl,16,8,2019
The Sisterhood of the Traveling Pants,1,6,2005
Something Borrowed,6,5,2011
What&apos;s Love Got to Do with It,25,6,1993
Primary Colors,20,3,1998
The Grudge 2,13,10,2006
The Crazies,26,2,2010
The Adventures of Sharkboy and Lavagirl 3-D,16,12,2005
King Arthur: Legend of the Sword,12,5,2017
Annie Hall,20,4,1977
Pitch Black,18,2,2000
Three Amigos!,12,12,1986
Lakeview Terrace,19,9,2008
Second Act,28,12,2018
Anna and the King,17,12,1999
The Beach,11,2,2000
The Ladykillers,26,3,2004
Friday the 13th,9,5,1980
Caddyshack,25,7,1980
The Illusionist,1,9,2006
I Still Know What You Did Last Summer,13,11,1998
Enough,24,5,2002
Roxanne,19,6,1987
A Haunted House,11,1,2013
You Got Served,30,1,2004
Hannah and Her Sisters,14,3,1986
Collateral Damage,8,2,2002
Righteous Kill,12,9,2008
Pete&apos;s Dragon,3,11,1977
Allied,23,12,2016
The Faculty,25,12,1998
Resident Evil,21,3,2002
Stranger Than Fiction,10,11,2006
The Piano,19,5,1993
Legion,19,3,2010
2010: The Year We Make Contact,7,12,1984
Catwoman,23,7,2004
Yentl,6,1,1984
Bridget Jones: The Edge of Reason,12,11,2004
Mo&apos; Money,24,7,1992
Three Fugitives,27,1,1989
The Dark Crystal,17,12,1982
Max Payne,17,10,2008
Hard Ball,14,9,2001
Short Circuit,9,5,1986
Absence of Malice,18,12,1981
Breakthrough,17,4,2019
"Love, Simon",4,5,2018
House on Haunted Hill,29,10,1999
Falling Down,26,2,1993
Windtalkers,14,6,2002
Rocky V,16,11,1990
The Ides of March,7,10,2011
The Siege,6,11,1998
Out of Time,3,10,2003
End of Watch,21,9,2012
Money Monster,17,6,2016
The Last Exorcism,27,8,2010
Money Talks,22,8,1997
Clash of the Titans,12,6,1981
What to Expect When You&apos;re Expecting,29,6,2012
Private Parts,7,3,1997
A Walk to Remember,25,1,2002
Valerian and the City of a Thousand Planets,28,7,2017
The Peacemaker,26,9,1997
The Mirror Has Two Faces,15,11,1996
Tequila Sunrise,2,12,1988
Ronin,25,9,1998
John Tucker Must Die,28,7,2006
The Angry Birds Movie 2,23,8,2019
The Hours,17,1,2003
Almost Christmas,11,11,2016
Easy Rider,26,6,1969
The Hills Have Eyes,10,3,2006
Exorcist: The Beginning,20,8,2004
Nights in Rodanthe,26,9,2008
The Return of the Pink Panther,21,5,1975
Thir13en Ghosts,26,10,2001
AVPR: Aliens vs Predator - Requiem,25,12,2007
The Fisher King,27,9,1991
A Dog&apos;s Way Home,11,1,2019
Donnie Brasco,28,2,1997
Around the World in 80 Days,17,10,1956
Riddick,6,9,2013
Dolphin Tale 2,12,9,2014
Spanglish,17,12,2004
Planet 51,20,11,2009
Fever Pitch,8,4,2005
White Nights,6,12,1985
Lady in the Water,21,7,2006
The Cabin in the Woods,13,4,2012
Blue Thunder,13,5,1983
Birdman or (The Unexpected Virtue of Ignorance),14,11,2014
Bullitt,17,10,1968
Heartbreak Ridge,5,12,1986
Resident Evil: Retribution,21,9,2012
Rambo,11,4,2008
The Devil&apos;s Own,26,3,1997
The Big Sick,14,7,2017
Snitch,22,2,2013
Gulliver&apos;s Travels,25,12,2010
Rumor Has It...,22,12,2005
Regarding Henry,10,7,1991
Escape from Alcatraz,22,6,1979
The Night Before,20,11,2015
John Wick,24,10,2014
Reign of Fire,12,7,2002
You Only Live Twice,13,6,1967
Transporter 2,3,8,2005
Sense and Sensibility,26,1,1996
Biloxi Blues,25,3,1988
A Million Ways to Die in the West,18,7,2014
Point Break,12,7,1991
No Reservations,27,7,2007
War Dogs,19,8,2016
K-9,28,4,1989
Star Trek: Nemesis,13,12,2002
Edge of Darkness,29,1,2010
Everest,18,9,2015
Soul Food,26,9,1997
Drop Dead Fred,24,5,1991
Must Love Dogs,29,7,2005
The One,2,11,2001
Speed Racer,8,5,2008
The Shining,13,6,1980
The Beverly Hillbillies,15,10,1993
Passenger 57,6,11,1992
Hereditary,8,6,2018
St. Vincent,24,10,2014
The Sisterhood of the Traveling Pants 2,6,8,2008
Young Guns II,1,8,1990
Amistad,25,12,1997
47 Meters Down,16,6,2017
The Three Stooges,4,5,2012
The Jungle Book,25,12,1994
Up in Smoke,15,9,1978
Nothing to Lose,18,7,1997
No se aceptan devoluciones,20,9,2013
The Negotiator,29,7,1998
"McFarland, USA",20,2,2015
Lost in Translation,3,10,2003
The Good Son,24,9,1993
Meet Joe Black,13,11,1998
Going in Style,7,4,2017
Smurfs: The Lost Village,28,4,2017
Hall Pass,25,2,2011
Spotlight,20,11,2015
The Giver,10,10,2014
28 Days Later...,1,11,2002
Wonder Park,15,3,2019
Domestic Disturbance,2,11,2001
Here Comes the Boom,12,10,2012
Bean,1,8,1997
Thelma &amp; Louise,24,5,1991
Ma,31,5,2019
The Man from U.N.C.L.E.,14,8,2015
Medicine Man,7,2,1992
Moonrise Kingdom,29,6,2012
Jaws 3-D,22,7,1983
12 Strong,26,1,2018
"O Brother, Where Art Thou?",30,8,2000
The Great Wall,3,2,2017
The Tigger Movie,11,2,2000
Scarface,9,12,1983
Young Guns,12,8,1988
RoboCop 2,22,6,1990
Saw 3D,29,10,2010
Manhattan,25,4,1979
Five Feet Apart,29,3,2019
Breaking In,11,5,2018
Wonder Woman 1984,18,12,2020
The Best Exotic Marigold Hotel,24,2,2012
The Legend of Zorro,28,10,2005
Phone Booth,4,4,2003
Colors,29,4,1988
The Distinguished Gentleman,4,12,1992
Practical Magic,16,10,1998
The Rocketeer,21,6,1991
Firefox,18,6,1982
Boogeyman,4,2,2005
Goosebumps 2: Haunted Halloween,26,10,2018
The River Wild,30,9,1994
How to Be Single,11,3,2016
Goodfellas,21,9,1990
"Dude, Where&apos;s My Car?",15,12,2000
Red Sparrow,2,3,2018
"See No Evil, Hear No Evil",12,5,1989
Sicario,18,9,2015
The Spy Who Loved Me,8,7,1977
Final Destination 2,31,1,2003
Silent Hill,21,4,2006
Halloween,27,10,1978
Killers,4,6,2010
The Judge,21,11,2014
Dan in Real Life,26,10,2007
Shooter,20,7,2007
Jersey Boys,20,6,2014
The Rundown,26,9,2003
Alien: Resurrection,26,11,1997
The Skeleton Key,12,8,2005
Big Fat Liar,8,2,2002
Premonition,16,3,2007
Single White Female,14,8,1992
When a Stranger Calls,3,2,2006
Vice,25,12,2018
Agent Cody Banks,7,5,2004
The Natural,11,5,1984
Nim&apos;s Island,4,4,2008
Secret Window,12,3,2004
The Land Before Time,18,11,1988
Sinister,5,10,2012
Kick-Ass,26,3,2010
Fat Albert,25,12,2004
The Preacher&apos;s Wife,13,12,1996
G.I. Jane,22,8,1997
Wayne&apos;s World 2,10,12,1993
Mask,22,3,1985
The House Bunny,22,8,2008
Malcolm X,18,11,1992
